-3,50.21376836031
-2.89,16.13566802726
-2.78,7.99046181731
-2.67,4.84511049883
-2.56,3.31354708848
-2.45,2.45854998265
-2.34,1.93726493404
-2.23,1.60036108777
-2.12,1.37455634205
-2.01,1.22071962404
-1.90,1.11671471612
-1.79,1.04963245338
-1.68,1.01202089772
-1.57,1.00000063414
-1.46,1.01237699332
-1.35,1.05038036946
-1.24,1.11793376946
-1.13,1.22255156520
-1.02,1.37724337593
-0.91,1.60432228815
-0.80,1.94325780052
-0.69,2.46804142813
-0.58,3.32966808692
-0.47,4.87552807335
-0.36,8.05820373342
-0.25,16.33754169989
-0.14,51.35505223539
-0.03,1111.44450463817
0.08,-19.55695192194
0.19,-5.55954358176
0.30,-2.11831787297
0.41,-0.86029724175
0.52,-0.33941251057
0.63,-0.11972008639
0.74,-0.03313564300
0.85,-0.00521018277
0.96,-0.00008257028
1.07,0.00037593352
1.18,0.00550362398
1.29,0.02004159708
1.40,0.04623691020
1.51,0.08495314366
1.62,0.13628046907
1.73,0.19988094525
1.84,0.27518819426
1.95,0.36152442847
2.06,0.45816936714
2.17,0.56440058674
2.28,0.67951666134
2.39,0.80284983278
2.50,0.93377228734
2.61,1.07169854156
2.72,1.21608548743
2.83,1.36643106808
2.94,1.52227218749
